crop_name,market_name,state,price_date,min_price_per_kg,max_price_per_kg,modal_price_per_kg
maize,Synthetic Reference Market,All India,2024-11-02,17.01,19.77,18.52
maize,Synthetic Reference Market,All India,2024-11-09,16.42,19.04,18.23
maize,Synthetic Reference Market,All India,2024-11-16,17.3,19.54,18.48
maize,Synthetic Reference Market,All India,2024-11-23,17.04,19.75,18.09
maize,Synthetic Reference Market,All India,2024-11-30,17.15,20.62,18.76
maize,Synthetic Reference Market,All India,2024-12-07,17.51,20.62,19.27
maize,Synthetic Reference Market,All India,2024-12-14,18.66,20.79,19.98
maize,Synthetic Reference Market,All India,2024-12-21,18.44,21.48,20.05
maize,Synthetic Reference Market,All India,2024-12-28,18.02,20.87,19.97
maize,Synthetic Reference Market,All India,2025-01-04,18.54,21.03,20.07
maize,Synthetic Reference Market,All India,2025-01-11,19.98,22.17,21.08
maize,Synthetic Reference Market,All India,2025-01-18,19.1,21.95,20.98
maize,Synthetic Reference Market,All India,2025-01-25,19.35,23.52,21.46
maize,Synthetic Reference Market,All India,2025-02-01,19.46,23.11,21.55
maize,Synthetic Reference Market,All India,2025-02-08,20.46,23.61,21.7
maize,Synthetic Reference Market,All India,2025-02-15,20.07,23.75,21.81
maize,Synthetic Reference Market,All India,2025-02-22,20.64,24.02,22.27
maize,Synthetic Reference Market,All India,2025-03-01,20.58,23.94,22.09
maize,Synthetic Reference Market,All India,2025-03-08,20.92,23.13,21.96
maize,Synthetic Reference Market,All India,2025-03-15,21.2,23.45,22.12
maize,Synthetic Reference Market,All India,2025-03-22,21.14,24.07,22.5
maize,Synthetic Reference Market,All India,2025-03-29,20.74,24.07,22.22
maize,Synthetic Reference Market,All India,2025-04-05,20.45,24.24,22.42
maize,Synthetic Reference Market,All India,2025-04-12,20.29,23.38,22.44
maize,Synthetic Reference Market,All India,2025-04-19,21.22,24.15,22.29
maize,Synthetic Reference Market,All India,2025-04-26,20.59,23.23,21.8
maize,Synthetic Reference Market,All India,2025-05-03,20.95,22.77,21.84
maize,Synthetic Reference Market,All India,2025-05-10,20.62,23.27,21.65
maize,Synthetic Reference Market,All India,2025-05-17,20.87,24.54,22.46
maize,Synthetic Reference Market,All India,2025-05-24,20.66,23.07,21.66
maize,Synthetic Reference Market,All India,2025-05-31,20.83,22.96,21.81
maize,Synthetic Reference Market,All India,2025-06-07,19.64,22.59,20.95
maize,Synthetic Reference Market,All India,2025-06-14,19.83,23.02,21.03
maize,Synthetic Reference Market,All India,2025-06-21,19.24,22.27,21.13
maize,Synthetic Reference Market,All India,2025-06-28,19.01,22.7,20.78
maize,Synthetic Reference Market,All India,2025-07-05,19.39,22.41,20.92
maize,Synthetic Reference Market,All India,2025-07-12,18.83,22.01,20.7
maize,Synthetic Reference Market,All India,2025-07-19,18.8,20.71,19.62
maize,Synthetic Reference Market,All India,2025-07-26,18.5,20.48,19.55
maize,Synthetic Reference Market,All India,2025-08-02,19.25,21.44,20.09
maize,Synthetic Reference Market,All India,2025-08-09,18.03,21.35,19.59
maize,Synthetic Reference Market,All India,2025-08-16,17.61,20.07,19.02
maize,Synthetic Reference Market,All India,2025-08-23,17.95,20.71,19.72
maize,Synthetic Reference Market,All India,2025-08-30,17.51,21.04,19.41
maize,Synthetic Reference Market,All India,2025-09-06,18.03,20.64,18.97
maize,Synthetic Reference Market,All India,2025-09-13,18.35,21.43,19.62
maize,Synthetic Reference Market,All India,2025-09-20,17.3,19.7,18.88
maize,Synthetic Reference Market,All India,2025-09-27,17.61,20.71,18.89
maize,Synthetic Reference Market,All India,2025-10-04,17.64,20.54,19.19
maize,Synthetic Reference Market,All India,2025-10-11,17.15,19.93,19.0
maize,Synthetic Reference Market,All India,2025-10-18,17.97,20.75,19.37
maize,Synthetic Reference Market,All India,2025-10-25,17.94,20.85,19.31
maize,Synthetic Reference Market,All India,2025-11-01,17.94,21.25,19.67
maize,Synthetic Reference Market,All India,2025-11-08,18.38,20.06,19.18
maize,Synthetic Reference Market,All India,2025-11-15,18.55,20.47,19.49
maize,Synthetic Reference Market,All India,2025-11-22,19.25,22.29,20.45
maize,Synthetic Reference Market,All India,2025-11-29,18.72,21.69,20.14
maize,Synthetic Reference Market,All India,2025-12-06,19.46,21.95,20.44
maize,Synthetic Reference Market,All India,2025-12-13,19.08,22.57,20.9
maize,Synthetic Reference Market,All India,2025-12-20,19.57,22.86,21.18
maize,Synthetic Reference Market,All India,2025-12-27,20.33,22.09,21.18
maize,Synthetic Reference Market,All India,2026-01-03,20.25,22.48,21.12
maize,Synthetic Reference Market,All India,2026-01-10,20.27,23.54,21.71
maize,Synthetic Reference Market,All India,2026-01-17,20.95,23.41,21.99
maize,Synthetic Reference Market,All India,2026-01-24,21.31,24.4,22.47
maize,Synthetic Reference Market,All India,2026-01-31,20.83,23.43,21.98
maize,Synthetic Reference Market,All India,2026-02-07,21.01,23.43,22.52
maize,Synthetic Reference Market,All India,2026-02-14,20.97,24.22,22.81
maize,Synthetic Reference Market,All India,2026-02-21,21.64,25.0,23.43
maize,Synthetic Reference Market,All India,2026-02-28,20.9,24.29,22.86
maize,Synthetic Reference Market,All India,2026-03-07,22.25,25.35,23.74
maize,Synthetic Reference Market,All India,2026-03-14,21.84,25.84,23.66
maize,Synthetic Reference Market,All India,2026-03-21,20.46,24.07,22.69
maize,Synthetic Reference Market,All India,2026-03-28,22.32,25.73,24.18
maize,Synthetic Reference Market,All India,2026-04-04,22.31,25.87,23.83
maize,Synthetic Reference Market,All India,2026-04-11,23.01,26.26,24.25
maize,Synthetic Reference Market,All India,2026-04-18,21.69,25.98,23.71
maize,Synthetic Reference Market,All India,2026-04-25,21.24,25.76,23.51
maize,Synthetic Reference Market,All India,2026-05-02,21.47,24.39,23.11
maize,Synthetic Reference Market,All India,2026-05-09,21.22,24.49,23.14
maize,Synthetic Reference Market,All India,2026-05-16,21.26,24.91,23.14
maize,Synthetic Reference Market,All India,2026-05-23,22.02,24.66,23.35
maize,Synthetic Reference Market,All India,2026-05-30,20.46,24.28,22.46
maize,Synthetic Reference Market,All India,2026-06-06,20.49,24.11,22.5
maize,Synthetic Reference Market,All India,2026-06-13,20.72,23.41,22.18
maize,Synthetic Reference Market,All India,2026-06-20,21.31,23.78,22.25
maize,Synthetic Reference Market,All India,2026-06-27,19.86,23.72,22.0
maize,Synthetic Reference Market,All India,2026-07-04,21.17,23.81,22.12
maize,Synthetic Reference Market,All India,2026-07-11,19.65,22.64,21.51
cotton,Synthetic Reference Market,All India,2023-07-15,62.53,71.08,66.76
cotton,Synthetic Reference Market,All India,2023-07-22,61.52,68.64,64.97
cotton,Synthetic Reference Market,All India,2023-07-29,61.54,69.07,64.83
cotton,Synthetic Reference Market,All India,2023-08-05,60.18,68.5,64.2
cotton,Synthetic Reference Market,All India,2023-08-12,60.24,67.64,64.41
cotton,Synthetic Reference Market,All India,2023-08-19,58.53,67.04,64.11
cotton,Synthetic Reference Market,All India,2023-08-26,57.07,68.28,63.31
cotton,Synthetic Reference Market,All India,2023-09-02,57.8,67.26,63.24
cotton,Synthetic Reference Market,All India,2023-09-09,59.74,68.31,63.85
cotton,Synthetic Reference Market,All India,2023-09-16,56.17,65.71,60.67
cotton,Synthetic Reference Market,All India,2023-09-23,58.82,68.69,62.47
cotton,Synthetic Reference Market,All India,2023-09-30,56.07,63.92,61.18
cotton,Synthetic Reference Market,All India,2023-10-07,56.01,67.67,61.87
cotton,Synthetic Reference Market,All India,2023-10-14,54.55,63.37,59.71
cotton,Synthetic Reference Market,All India,2023-10-21,53.55,63.44,59.23
cotton,Synthetic Reference Market,All India,2023-10-28,57.49,65.11,60.34
cotton,Synthetic Reference Market,All India,2023-11-04,54.81,62.31,58.81
cotton,Synthetic Reference Market,All India,2023-11-11,59.0,66.38,61.48
cotton,Synthetic Reference Market,All India,2023-11-18,55.58,64.53,59.54
cotton,Synthetic Reference Market,All India,2023-11-25,56.33,66.21,60.33
cotton,Synthetic Reference Market,All India,2023-12-02,55.84,66.32,61.32
cotton,Synthetic Reference Market,All India,2023-12-09,56.17,66.17,62.01
cotton,Synthetic Reference Market,All India,2023-12-16,57.81,64.87,61.15
cotton,Synthetic Reference Market,All India,2023-12-23,61.18,67.48,64.02
cotton,Synthetic Reference Market,All India,2023-12-30,59.37,67.41,64.25
cotton,Synthetic Reference Market,All India,2024-01-06,61.01,70.59,65.51
cotton,Synthetic Reference Market,All India,2024-01-13,59.12,70.87,65.3
cotton,Synthetic Reference Market,All India,2024-01-20,62.56,71.52,66.07
cotton,Synthetic Reference Market,All India,2024-01-27,60.09,70.48,66.6
cotton,Synthetic Reference Market,All India,2024-02-03,60.5,73.26,66.83
cotton,Synthetic Reference Market,All India,2024-02-10,62.65,71.05,67.13
cotton,Synthetic Reference Market,All India,2024-02-17,63.76,72.95,68.11
cotton,Synthetic Reference Market,All India,2024-02-24,64.87,72.66,67.92
cotton,Synthetic Reference Market,All India,2024-03-02,65.19,77.19,70.65
cotton,Synthetic Reference Market,All India,2024-03-09,67.74,77.44,71.15
cotton,Synthetic Reference Market,All India,2024-03-16,64.48,75.83,71.26
cotton,Synthetic Reference Market,All India,2024-03-23,66.74,79.29,73.3
cotton,Synthetic Reference Market,All India,2024-03-30,68.44,79.44,72.92
cotton,Synthetic Reference Market,All India,2024-04-06,66.55,80.02,73.3
cotton,Synthetic Reference Market,All India,2024-04-13,68.94,79.94,73.62
cotton,Synthetic Reference Market,All India,2024-04-20,67.95,79.86,74.63
cotton,Synthetic Reference Market,All India,2024-04-27,67.4,76.32,73.1
cotton,Synthetic Reference Market,All India,2024-05-04,66.59,77.41,73.86
cotton,Synthetic Reference Market,All India,2024-05-11,71.05,79.06,74.17
cotton,Synthetic Reference Market,All India,2024-05-18,68.45,79.75,74.5
cotton,Synthetic Reference Market,All India,2024-05-25,68.51,76.87,73.0
cotton,Synthetic Reference Market,All India,2024-06-01,68.84,79.26,73.46
cotton,Synthetic Reference Market,All India,2024-06-08,66.01,80.35,73.06
cotton,Synthetic Reference Market,All India,2024-06-15,67.03,80.26,74.2
cotton,Synthetic Reference Market,All India,2024-06-22,67.64,74.98,71.84
cotton,Synthetic Reference Market,All India,2024-06-29,66.63,78.75,71.6
cotton,Synthetic Reference Market,All India,2024-07-06,65.85,77.26,71.7
cotton,Synthetic Reference Market,All India,2024-07-13,66.87,76.49,71.78
cotton,Synthetic Reference Market,All India,2024-07-20,63.49,73.32,68.85
cotton,Synthetic Reference Market,All India,2024-07-27,65.75,75.06,69.24
cotton,Synthetic Reference Market,All India,2024-08-03,61.53,72.07,68.28
cotton,Synthetic Reference Market,All India,2024-08-10,62.24,68.99,65.82
cotton,Synthetic Reference Market,All India,2024-08-17,59.62,69.8,66.19
cotton,Synthetic Reference Market,All India,2024-08-24,64.31,73.0,67.09
cotton,Synthetic Reference Market,All India,2024-08-31,60.14,71.17,66.34
cotton,Synthetic Reference Market,All India,2024-09-07,61.53,72.37,66.35
cotton,Synthetic Reference Market,All India,2024-09-14,59.39,69.22,65.33
cotton,Synthetic Reference Market,All India,2024-09-21,60.54,68.51,64.11
cotton,Synthetic Reference Market,All India,2024-09-28,58.78,68.89,63.37
cotton,Synthetic Reference Market,All India,2024-10-05,59.97,69.01,62.89
cotton,Synthetic Reference Market,All India,2024-10-12,59.82,67.76,63.55
cotton,Synthetic Reference Market,All India,2024-10-19,59.48,70.86,64.98
cotton,Synthetic Reference Market,All India,2024-10-26,61.98,72.15,65.97
cotton,Synthetic Reference Market,All India,2024-11-02,59.62,68.43,63.55
cotton,Synthetic Reference Market,All India,2024-11-09,58.43,69.69,64.28
cotton,Synthetic Reference Market,All India,2024-11-16,59.39,68.96,63.81
cotton,Synthetic Reference Market,All India,2024-11-23,58.31,67.11,64.48
cotton,Synthetic Reference Market,All India,2024-11-30,62.59,70.88,65.38
cotton,Synthetic Reference Market,All India,2024-12-07,59.38,70.05,64.48
cotton,Synthetic Reference Market,All India,2024-12-14,61.42,68.7,65.36
cotton,Synthetic Reference Market,All India,2024-12-21,62.2,70.71,67.91
cotton,Synthetic Reference Market,All India,2024-12-28,61.67,74.84,68.15
cotton,Synthetic Reference Market,All India,2025-01-04,64.71,73.36,69.02
cotton,Synthetic Reference Market,All India,2025-01-11,62.21,71.41,68.18
cotton,Synthetic Reference Market,All India,2025-01-18,66.48,75.92,70.83
cotton,Synthetic Reference Market,All India,2025-01-25,64.01,77.88,70.93
cotton,Synthetic Reference Market,All India,2025-02-01,67.73,76.02,70.64
cotton,Synthetic Reference Market,All India,2025-02-08,68.11,79.04,72.85
cotton,Synthetic Reference Market,All India,2025-02-15,66.52,77.7,73.28
cotton,Synthetic Reference Market,All India,2025-02-22,71.22,78.51,74.52
cotton,Synthetic Reference Market,All India,2025-03-01,67.94,78.97,73.34
cotton,Synthetic Reference Market,All India,2025-03-08,70.02,77.18,73.2
cotton,Synthetic Reference Market,All India,2025-03-15,71.87,81.34,75.4
cotton,Synthetic Reference Market,All India,2025-03-22,69.63,82.68,75.92
cotton,Synthetic Reference Market,All India,2025-03-29,72.34,81.7,76.53
cotton,Synthetic Reference Market,All India,2025-04-05,73.54,83.84,77.36
cotton,Synthetic Reference Market,All India,2025-04-12,71.09,83.74,78.06
cotton,Synthetic Reference Market,All India,2025-04-19,75.57,86.38,78.8
cotton,Synthetic Reference Market,All India,2025-04-26,74.3,82.42,78.29
cotton,Synthetic Reference Market,All India,2025-05-03,72.05,84.45,77.44
cotton,Synthetic Reference Market,All India,2025-05-10,73.26,83.84,78.32
cotton,Synthetic Reference Market,All India,2025-05-17,72.97,85.38,79.5
cotton,Synthetic Reference Market,All India,2025-05-24,73.64,85.22,78.5
cotton,Synthetic Reference Market,All India,2025-05-31,70.88,83.2,77.92
cotton,Synthetic Reference Market,All India,2025-06-07,73.07,81.11,77.08
cotton,Synthetic Reference Market,All India,2025-06-14,71.04,82.51,76.12
cotton,Synthetic Reference Market,All India,2025-06-21,69.43,81.92,75.36
cotton,Synthetic Reference Market,All India,2025-06-28,71.24,79.41,76.34
cotton,Synthetic Reference Market,All India,2025-07-05,71.5,79.31,74.68
cotton,Synthetic Reference Market,All India,2025-07-12,69.32,79.07,75.38
cotton,Synthetic Reference Market,All India,2025-07-19,71.82,79.47,74.83
cotton,Synthetic Reference Market,All India,2025-07-26,67.85,79.3,73.2
cotton,Synthetic Reference Market,All India,2025-08-02,67.5,77.83,73.09
cotton,Synthetic Reference Market,All India,2025-08-09,68.83,76.02,73.08
cotton,Synthetic Reference Market,All India,2025-08-16,66.56,73.44,70.24
cotton,Synthetic Reference Market,All India,2025-08-23,67.47,77.1,72.14
cotton,Synthetic Reference Market,All India,2025-08-30,65.36,75.07,69.91
cotton,Synthetic Reference Market,All India,2025-09-06,65.4,75.39,70.05
cotton,Synthetic Reference Market,All India,2025-09-13,64.43,76.61,70.32
cotton,Synthetic Reference Market,All India,2025-09-20,64.63,72.61,69.5
cotton,Synthetic Reference Market,All India,2025-09-27,64.83,74.1,68.46
cotton,Synthetic Reference Market,All India,2025-10-04,64.33,72.74,67.91
cotton,Synthetic Reference Market,All India,2025-10-11,61.69,71.51,67.08
cotton,Synthetic Reference Market,All India,2025-10-18,61.38,71.41,67.8
cotton,Synthetic Reference Market,All India,2025-10-25,66.52,75.95,69.3
cotton,Synthetic Reference Market,All India,2025-11-01,64.33,73.02,68.54
cotton,Synthetic Reference Market,All India,2025-11-08,62.77,73.67,69.2
cotton,Synthetic Reference Market,All India,2025-11-15,65.43,73.18,68.84
cotton,Synthetic Reference Market,All India,2025-11-22,64.06,74.66,70.31
cotton,Synthetic Reference Market,All India,2025-11-29,64.76,73.31,70.39
cotton,Synthetic Reference Market,All India,2025-12-06,63.87,76.29,69.58
cotton,Synthetic Reference Market,All India,2025-12-13,62.62,72.89,68.39
cotton,Synthetic Reference Market,All India,2025-12-20,65.89,75.94,71.04
cotton,Synthetic Reference Market,All India,2025-12-27,64.24,73.92,70.74
cotton,Synthetic Reference Market,All India,2026-01-03,66.59,77.92,71.9
cotton,Synthetic Reference Market,All India,2026-01-10,70.24,77.93,74.25
cotton,Synthetic Reference Market,All India,2026-01-17,68.54,78.29,72.53
cotton,Synthetic Reference Market,All India,2026-01-24,71.31,77.77,74.48
cotton,Synthetic Reference Market,All India,2026-01-31,68.6,79.02,74.92
cotton,Synthetic Reference Market,All India,2026-02-07,72.17,79.78,75.62
cotton,Synthetic Reference Market,All India,2026-02-14,71.76,84.11,77.41
cotton,Synthetic Reference Market,All India,2026-02-21,69.27,81.93,76.63
cotton,Synthetic Reference Market,All India,2026-02-28,69.89,83.03,75.9
cotton,Synthetic Reference Market,All India,2026-03-07,71.71,85.92,79.57
cotton,Synthetic Reference Market,All India,2026-03-14,75.99,82.9,79.47
cotton,Synthetic Reference Market,All India,2026-03-21,74.43,84.93,80.46
cotton,Synthetic Reference Market,All India,2026-03-28,74.07,87.23,81.22
cotton,Synthetic Reference Market,All India,2026-04-04,74.06,87.67,79.82
cotton,Synthetic Reference Market,All India,2026-04-11,72.43,83.79,79.87
cotton,Synthetic Reference Market,All India,2026-04-18,75.51,87.2,82.65
cotton,Synthetic Reference Market,All India,2026-04-25,76.36,85.83,81.99
cotton,Synthetic Reference Market,All India,2026-05-02,78.94,89.87,82.95
cotton,Synthetic Reference Market,All India,2026-05-09,76.57,85.79,82.11
cotton,Synthetic Reference Market,All India,2026-05-16,75.64,87.19,81.56
cotton,Synthetic Reference Market,All India,2026-05-23,76.2,87.45,82.14
cotton,Synthetic Reference Market,All India,2026-05-30,77.32,88.32,82.33
cotton,Synthetic Reference Market,All India,2026-06-06,77.04,86.72,81.24
cotton,Synthetic Reference Market,All India,2026-06-13,72.42,87.18,80.19
cotton,Synthetic Reference Market,All India,2026-06-20,72.63,84.6,79.83
cotton,Synthetic Reference Market,All India,2026-06-27,74.87,84.83,79.19
cotton,Synthetic Reference Market,All India,2026-07-04,75.9,87.0,79.66
cotton,Synthetic Reference Market,All India,2026-07-11,71.82,83.82,78.55
sugarcane,Synthetic Reference Market,All India,2023-07-15,3.12,3.58,3.35
sugarcane,Synthetic Reference Market,All India,2023-07-22,3.02,3.6,3.33
sugarcane,Synthetic Reference Market,All India,2023-07-29,3.16,3.67,3.34
sugarcane,Synthetic Reference Market,All India,2023-08-05,3.13,3.68,3.43
sugarcane,Synthetic Reference Market,All India,2023-08-12,3.21,3.71,3.44
sugarcane,Synthetic Reference Market,All India,2023-08-19,3.2,3.6,3.38
sugarcane,Synthetic Reference Market,All India,2023-08-26,3.11,3.7,3.42
sugarcane,Synthetic Reference Market,All India,2023-09-02,3.28,3.67,3.46
sugarcane,Synthetic Reference Market,All India,2023-09-09,3.11,3.73,3.41
sugarcane,Synthetic Reference Market,All India,2023-09-16,3.2,3.57,3.4
sugarcane,Synthetic Reference Market,All India,2023-09-23,3.17,3.83,3.51
sugarcane,Synthetic Reference Market,All India,2023-09-30,3.18,3.59,3.35
sugarcane,Synthetic Reference Market,All India,2023-10-07,3.24,3.65,3.38
sugarcane,Synthetic Reference Market,All India,2023-10-14,3.18,3.56,3.39
sugarcane,Synthetic Reference Market,All India,2023-10-21,3.03,3.47,3.33
sugarcane,Synthetic Reference Market,All India,2023-10-28,3.14,3.6,3.36
sugarcane,Synthetic Reference Market,All India,2023-11-04,3.0,3.59,3.32
sugarcane,Synthetic Reference Market,All India,2023-11-11,2.98,3.57,3.27
sugarcane,Synthetic Reference Market,All India,2023-11-18,3.05,3.43,3.24
sugarcane,Synthetic Reference Market,All India,2023-11-25,3.02,3.55,3.26
sugarcane,Synthetic Reference Market,All India,2023-12-02,2.85,3.34,3.07
sugarcane,Synthetic Reference Market,All India,2023-12-09,2.86,3.26,3.1
sugarcane,Synthetic Reference Market,All India,2023-12-16,2.84,3.31,3.14
sugarcane,Synthetic Reference Market,All India,2023-12-23,2.81,3.28,3.09
sugarcane,Synthetic Reference Market,All India,2023-12-30,2.92,3.35,3.11
sugarcane,Synthetic Reference Market,All India,2024-01-06,2.76,3.27,3.0
sugarcane,Synthetic Reference Market,All India,2024-01-13,2.82,3.15,3.01
sugarcane,Synthetic Reference Market,All India,2024-01-20,2.79,3.14,2.97
sugarcane,Synthetic Reference Market,All India,2024-01-27,2.67,3.2,2.93
sugarcane,Synthetic Reference Market,All India,2024-02-03,2.69,3.21,2.94
sugarcane,Synthetic Reference Market,All India,2024-02-10,2.79,3.17,2.96
sugarcane,Synthetic Reference Market,All India,2024-02-17,2.62,3.01,2.86
sugarcane,Synthetic Reference Market,All India,2024-02-24,2.8,3.19,2.94
sugarcane,Synthetic Reference Market,All India,2024-03-02,2.77,3.16,2.93
sugarcane,Synthetic Reference Market,All India,2024-03-09,2.77,3.16,2.94
sugarcane,Synthetic Reference Market,All India,2024-03-16,2.65,3.12,2.92
sugarcane,Synthetic Reference Market,All India,2024-03-23,2.8,3.19,3.0
sugarcane,Synthetic Reference Market,All India,2024-03-30,2.84,3.1,2.96
sugarcane,Synthetic Reference Market,All India,2024-04-06,2.8,3.25,2.97
sugarcane,Synthetic Reference Market,All India,2024-04-13,2.76,3.29,3.01
sugarcane,Synthetic Reference Market,All India,2024-04-20,2.9,3.34,3.07
sugarcane,Synthetic Reference Market,All India,2024-04-27,2.76,3.37,3.07
sugarcane,Synthetic Reference Market,All India,2024-05-04,2.92,3.25,3.07
sugarcane,Synthetic Reference Market,All India,2024-05-11,3.05,3.35,3.2
sugarcane,Synthetic Reference Market,All India,2024-05-18,2.9,3.38,3.21
sugarcane,Synthetic Reference Market,All India,2024-05-25,2.98,3.54,3.31
sugarcane,Synthetic Reference Market,All India,2024-06-01,3.03,3.5,3.3
sugarcane,Synthetic Reference Market,All India,2024-06-08,3.06,3.37,3.24
sugarcane,Synthetic Reference Market,All India,2024-06-15,3.23,3.56,3.39
sugarcane,Synthetic Reference Market,All India,2024-06-22,3.13,3.65,3.46
sugarcane,Synthetic Reference Market,All India,2024-06-29,3.1,3.73,3.42
sugarcane,Synthetic Reference Market,All India,2024-07-06,3.28,3.67,3.51
sugarcane,Synthetic Reference Market,All India,2024-07-13,3.36,3.79,3.53
sugarcane,Synthetic Reference Market,All India,2024-07-20,3.29,3.77,3.54
sugarcane,Synthetic Reference Market,All India,2024-07-27,3.32,3.78,3.51
sugarcane,Synthetic Reference Market,All India,2024-08-03,3.32,3.71,3.48
sugarcane,Synthetic Reference Market,All India,2024-08-10,3.42,3.95,3.65
sugarcane,Synthetic Reference Market,All India,2024-08-17,3.34,3.91,3.65
sugarcane,Synthetic Reference Market,All India,2024-08-24,3.34,3.88,3.59
sugarcane,Synthetic Reference Market,All India,2024-08-31,3.42,3.84,3.57
sugarcane,Synthetic Reference Market,All India,2024-09-07,3.39,3.77,3.61
sugarcane,Synthetic Reference Market,All India,2024-09-14,3.37,3.91,3.68
sugarcane,Synthetic Reference Market,All India,2024-09-21,3.25,3.78,3.57
sugarcane,Synthetic Reference Market,All India,2024-09-28,3.44,3.8,3.59
sugarcane,Synthetic Reference Market,All India,2024-10-05,3.29,3.71,3.51
sugarcane,Synthetic Reference Market,All India,2024-10-12,3.24,3.8,3.55
sugarcane,Synthetic Reference Market,All India,2024-10-19,3.34,3.78,3.52
sugarcane,Synthetic Reference Market,All India,2024-10-26,3.23,3.67,3.47
sugarcane,Synthetic Reference Market,All India,2024-11-02,3.14,3.74,3.47
sugarcane,Synthetic Reference Market,All India,2024-11-09,3.16,3.69,3.48
sugarcane,Synthetic Reference Market,All India,2024-11-16,3.22,3.75,3.47
sugarcane,Synthetic Reference Market,All India,2024-11-23,3.25,3.55,3.39
sugarcane,Synthetic Reference Market,All India,2024-11-30,3.07,3.54,3.32
sugarcane,Synthetic Reference Market,All India,2024-12-07,3.11,3.52,3.25
sugarcane,Synthetic Reference Market,All India,2024-12-14,3.06,3.53,3.22
sugarcane,Synthetic Reference Market,All India,2024-12-21,3.13,3.43,3.3
sugarcane,Synthetic Reference Market,All India,2024-12-28,2.94,3.35,3.21
sugarcane,Synthetic Reference Market,All India,2025-01-04,3.01,3.47,3.21
sugarcane,Synthetic Reference Market,All India,2025-01-11,2.94,3.37,3.17
sugarcane,Synthetic Reference Market,All India,2025-01-18,2.83,3.32,3.12
sugarcane,Synthetic Reference Market,All India,2025-01-25,2.84,3.33,3.13
sugarcane,Synthetic Reference Market,All India,2025-02-01,2.99,3.38,3.13
sugarcane,Synthetic Reference Market,All India,2025-02-08,2.87,3.19,3.06
sugarcane,Synthetic Reference Market,All India,2025-02-15,2.97,3.47,3.17
sugarcane,Synthetic Reference Market,All India,2025-02-22,2.97,3.29,3.15
sugarcane,Synthetic Reference Market,All India,2025-03-01,2.97,3.25,3.12
sugarcane,Synthetic Reference Market,All India,2025-03-08,2.75,3.26,3.06
sugarcane,Synthetic Reference Market,All India,2025-03-15,2.87,3.34,3.12
sugarcane,Synthetic Reference Market,All India,2025-03-22,2.82,3.34,3.11
sugarcane,Synthetic Reference Market,All India,2025-03-29,2.9,3.42,3.15
sugarcane,Synthetic Reference Market,All India,2025-04-05,3.03,3.43,3.22
sugarcane,Synthetic Reference Market,All India,2025-04-12,3.02,3.4,3.22
sugarcane,Synthetic Reference Market,All India,2025-04-19,3.03,3.56,3.27
sugarcane,Synthetic Reference Market,All India,2025-04-26,3.06,3.52,3.23
sugarcane,Synthetic Reference Market,All India,2025-05-03,3.02,3.53,3.29
sugarcane,Synthetic Reference Market,All India,2025-05-10,3.1,3.62,3.36
sugarcane,Synthetic Reference Market,All India,2025-05-17,3.15,3.58,3.41
sugarcane,Synthetic Reference Market,All India,2025-05-24,3.2,3.62,3.46
sugarcane,Synthetic Reference Market,All India,2025-05-31,3.12,3.57,3.43
sugarcane,Synthetic Reference Market,All India,2025-06-07,3.3,3.79,3.52
sugarcane,Synthetic Reference Market,All India,2025-06-14,3.23,3.7,3.5
sugarcane,Synthetic Reference Market,All India,2025-06-21,3.34,3.82,3.55
sugarcane,Synthetic Reference Market,All India,2025-06-28,3.4,3.78,3.54
sugarcane,Synthetic Reference Market,All India,2025-07-05,3.39,3.78,3.61
sugarcane,Synthetic Reference Market,All India,2025-07-12,3.39,4.0,3.64
sugarcane,Synthetic Reference Market,All India,2025-07-19,3.41,3.85,3.69
sugarcane,Synthetic Reference Market,All India,2025-07-26,3.38,3.87,3.72
sugarcane,Synthetic Reference Market,All India,2025-08-02,3.52,3.98,3.73
sugarcane,Synthetic Reference Market,All India,2025-08-09,3.44,4.16,3.79
sugarcane,Synthetic Reference Market,All India,2025-08-16,3.46,4.12,3.77
sugarcane,Synthetic Reference Market,All India,2025-08-23,3.68,4.06,3.84
sugarcane,Synthetic Reference Market,All India,2025-08-30,3.65,4.05,3.81
sugarcane,Synthetic Reference Market,All India,2025-09-06,3.48,3.91,3.73
sugarcane,Synthetic Reference Market,All India,2025-09-13,3.5,4.02,3.75
sugarcane,Synthetic Reference Market,All India,2025-09-20,3.54,4.04,3.82
sugarcane,Synthetic Reference Market,All India,2025-09-27,3.48,4.0,3.8
sugarcane,Synthetic Reference Market,All India,2025-10-04,3.44,4.13,3.76
sugarcane,Synthetic Reference Market,All India,2025-10-11,3.48,3.95,3.73
sugarcane,Synthetic Reference Market,All India,2025-10-18,3.41,3.96,3.68
sugarcane,Synthetic Reference Market,All India,2025-10-25,3.45,3.95,3.71
sugarcane,Synthetic Reference Market,All India,2025-11-01,3.49,3.92,3.72
sugarcane,Synthetic Reference Market,All India,2025-11-08,3.45,3.89,3.73
sugarcane,Synthetic Reference Market,All India,2025-11-15,3.41,4.1,3.73
sugarcane,Synthetic Reference Market,All India,2025-11-22,3.36,3.81,3.52
sugarcane,Synthetic Reference Market,All India,2025-11-29,3.27,3.91,3.6
sugarcane,Synthetic Reference Market,All India,2025-12-06,3.2,3.83,3.52
